File #,Action Date,Title,Vote
201247,11/17/2020,"Motion approving Final Map No. 10102, a nine residential unit condominium project, located at 856 Capp Street, being a subdivision of Assessor’s Parcel Block No. 3642, Lot No. 042; and adopting findings pursuant to the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye
201293,11/17/2020,"Resolution celebrating Sister Mary Edith Hurley on the occasion of her 100th birthday, and declaring November 15, 2020, as Sister Mary Edith Hurley Day in the City and County of San Francisco.",Aye
201282,11/16/2020,Ordinance amending the Administrative Code to temporarily restrict landlords from evicting commercial tenants for non-payment of rent that was not paid due to the COVID-19 pandemic; and to allow certain tenants who are unable to pay rent to terminate their leases.,Aye
201282,11/16/2020,Ordinance amending the Administrative Code to temporarily restrict landlords from evicting commercial tenants for non-payment of rent that was not paid due to the COVID-19 pandemic; and to allow certain tenants who are unable to pay rent to terminate their leases.,Aye
201085,11/10/2020,"Ordinance appropriating $126,925,000 of Series 2020D Public Health and Safety General Obligation Bond Proceeds to the Department of Public Health (DPH) and Department of Public Works (DPW) in Fiscal Year (FY) 2020-2021 for facility upgrades in Zuckerberg San Francisco General Hospital, Southeast and other community health centers and neighborhood fire stations; $260,000,000 of Series 2020C Affordable Housing General Obligation Bond Proceeds to the Mayor’s Office of Housing and Community Development (MOHCD) for public, low-income, preservation and middle-income, and senior housing projects; $10",Aye
201163,11/10/2020,"Ordinance authorizing the Port Commission to amend certain leases under the Port’s Rent Forgiveness Program with nonresidential tenants without Board of Supervisors approval under Charter, Section 9.118, and waiving Administrative Code and Environment Code requirements enacted after the most recent modification of each lease for lease amendments under the Port’s Rent Forgiveness Program, in order to allow for expeditious rent forgiveness necessitated by Port tenants’ financial hardships caused by the public health emergency related to the COVID-19 pandemic.",Aye
201082,11/10/2020,"Resolution approving Lease No. 20-0045, between Minute Suites Travelers Retreat SFO, LLC, as tenant, and the City and County of San Francisco, as landlord, acting by and through its Airport Commission, at the Harvey Milk Terminal 1 Retail Concession, for a term of 12 years, and a minimum annual guarantee of $150,000 for the first year of the Lease, to commence upon approval by the Board of Supervisors.",Aye
201191,11/10/2020,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $6,540,700 from the Centers for Disease Control and Prevention through the California Department of Public Health for participation in a program, entitled “Coronavirus (COVID-19) Epidemiology and Laboratory Capacity (ELC) Enhancing Detection Funding,” for the period of May 18, 2020, through November 17, 2022.",Aye
201193,11/10/2020,"Resolution authorizing the Department of Homelessness and Supportive Housing (HSH) to execute a Standard Agreement and Homekey Documents for up to $30,000,000 of Homekey grant funds from the California Department of Housing and Community Development to Episcopal Community Services for the acquisition of a 130-room tourist hotel located at 440 Geary Street (Assessor’s Parcel Block No. 0306, Lot No. 007) for use as proposed future permanent supportive housing; approving and authorizing HSH to commit approximately $27,473,340 in City funds to satisfy local match and operational subsidy requiremen",Aye
201195,11/10/2020,"Resolution authorizing the Office of the District Attorney to accept and expend an in-kind gift estimated at $250,000 from the University of San Francisco School of Law’s Racial Justice Clinic to hire two staff attorneys to support the District Attorney’s efforts to evaluate and remedy cases involving a claim or excessive sentence or wrongful conviction.",Aye
200761,11/10/2020,Ordinance amending the Administrative Code to establish the Workforce Education and Recovery Fund.,Aye
200896,11/10/2020,"Ordinance amending Administrative Code, Chapter 28, to add a Contractor’s prohibited provision of gifts or money to a public official as an express ground for debarment and revising debarment procedures; to amend the definition of “Contractor” by expressly including grant applicants and grantees in the defined term; and to add provisions authorizing suspension of a Contractor from participating in the procurement process for entering into City contracts or applying for grants if the Contractor is the subject of a criminal or civil charge brought by a government agency against the Contractor al",Aye
201033,11/10/2020,"Ordinance amending the Planning Code to designate the “History of Medicine in California” frescoes in Toland Hall auditorium in UC Hall, 533 Parnassus Avenue (“History of Medicine in California” frescoes), Assessor’s Parcel Block No. 2634A, Lot No. 011, as a Landmark consistent with the standards set forth in Article 10 of the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the ei",Aye
201150,11/10/2020,"Reenactment of emergency ordinance (Ordinance No. 162-20) to temporarily protect workers from adverse action if they test positive for COVID-19, are isolating or quarantining, or have previously isolated or quarantined, due to COVID-19 symptoms or exposure; and to protect applicants from discrimination if they test positive for COVID-19, are isolating or quarantining, or have previously isolated or quarantined, due to COVID-19 symptoms or exposure.",Aye
201056,11/10/2020,Ordinance amending the Administrative Code to temporarily restrict landlords from evicting commercial tenants for non-payment of rent that was not paid due to the COVID-19 pandemic.,Aye
201270,11/10/2020,"Resolution urging the San Francisco Municipal Transportation Agency (SFMTA) to codify and to implement a proactive approach for reducing posted speed limits citywide under their existing authority, and to implement coordinated traffic signal timing to reduce vehicle speeds citywide.",Aye
201276,11/10/2020,"Resolution calling for a citywide recommitment to Vision Zero and urging the Mayor, San Francisco Municipal Transportation Agency (SFMTA), the Department of Public Health, and other Vision Zero partner agencies to further advance the updated Action Strategy to reduce and end traffic fatalities by 2024 through an evolved approach that is bold, proactive, and strategic in quickly improving street conditions and advancing longer-term transformative policies for safer streets.",Aye
201133,11/10/2020,"Ordinance amending the Administrative Code to require employers of employees covered by the Quality Standards Program at the San Francisco International Airport to provide family health insurance to such employees, or to make contributions on the employees’ behalf to an account established under Section 14.2 of the Administrative Code.",Aye
200701,11/10/2020,Ordinance amending the Building Code to require new construction to utilize only electric power; amending the Environment Code to provide public hearings on implementation of all-electric requirements; adopting findings of local conditions under the California Health and Safety Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and directing the Clerk of the Board of Supervisors to forward this Ordinance to the California Building Standards Commission upon final passage.,Aye
200701,11/10/2020,Ordinance amending the Building Code to require new construction to utilize only electric power; amending the Environment Code to provide public hearings on implementation of all-electric requirements; adopting findings of local conditions under the California Health and Safety Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and directing the Clerk of the Board of Supervisors to forward this Ordinance to the California Building Standards Commission upon final passage.,Aye
200701,11/10/2020,Ordinance amending the Building Code to require new construction to utilize only electric power; amending the Environment Code to provide public hearings on implementation of all-electric requirements; adopting findings of local conditions under the California Health and Safety Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and directing the Clerk of the Board of Supervisors to forward this Ordinance to the California Building Standards Commission upon final passage.,Aye
200398,11/10/2020,Ordinance amending the Police Code to regulate third-party food delivery services (“delivery services”) by 1) capping fees charged to non-formula retail restaurants at 15% of an order total; 2) prohibiting delivery services from restricting such restaurants’ pricing; 3) prohibiting delivery services from charging such restaurants for telephone calls to the delivery service not resulting in any food or beverage order; 4) prohibiting delivery services from providing services to any such restaurants without the restaurant’s express written agreement to receive such services; 5) requiring delivery,Aye
200942,11/10/2020,"Hearing of persons interested in or objecting to the disapproval of a Conditional Use Authorization pursuant to Sections 209.1, 303, and 317 of the Planning Code, for a proposed project at 552-554 Hill Street, Assessor’s Parcel Block No. 3622, Lot No. 065, identified in Planning Case No. 2019-000013CUA, issued by the Planning Commission by Motion No. 20756, dated July 9, 2020, to allow the legalization of a dwelling unit merger of two residential flats and unauthorized removal and relocation of one dwelling unit to basement level within the RH-2 (Residential, House, Two-Family) Zoning District",Aye
200943,11/10/2020,"Motion approving the decision of the Planning Commission by its Motion No. 20756, disapproving a Conditional Use Authorization, identified as Planning Case No. 2019-000013CUA, for a proposed project located at 552-554 Hill Street; and making environmental findings, and findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye
200944,11/10/2020,"Motion conditionally disapproving the decision of the Planning Commission by its Motion No. 20756, and approving a Conditional Use Authorization, identified as Planning Case No. 2019-000013CUA, for a proposed project at 552-554 Hill Street, subject to the adoption of written findings by the Board in support of this determination.",Aye
200945,11/10/2020,"Motion directing the Clerk of the Board to prepare findings in support of the Board of Supervisors' decision to approve the proposed Conditional Use Authorization, identified as Planning Case No. 2019-000013CUA, for a proposed project at 552-554 Hill Street.",Aye
200138,11/10/2020,Motion affirming the Final Mitigated Negative Declaration prepared by the Planning Department under the California Environmental Quality Act for the proposed project located at 2417 Green Street.,Aye
200139,11/10/2020,"Motion conditionally reversing the Final Mitigated Negative Declaration prepared by the Planning Department under the California Environmental Quality Act for the proposed project located at 2417 Green Street, subject to the adoption of written findings of the Board in support of this determination.",Aye
200140,11/10/2020,Motion directing the Clerk of the Board to prepare findings reversing the Planning Department’s preparation of a Final Mitigated Negative Declaration under the California Environmental Quality Act for the proposed project located at 2417 Green Street.,Aye
201113,11/10/2020,"Motion affirming the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Bus Service Adjustments and Associated Stop, Street, and Parking Changes project is statutorily exempt from environmental review.",Aye
201117,11/10/2020,Motion affirming the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Rail Service Adjustments and Associated Street and Parking Changes project is statutorily exempt from environmental review.,Aye
201114,11/10/2020,"Motion conditionally reversing the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Bus Service Adjustments and Associated Stop, Street, and Parking Changes project is statutorily exempt from environmental review, subject to the adoption of written findings of the Board in support of this determination.",Aye
201115,11/10/2020,"Motion directing the Clerk of the Board to prepare findings reversing the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Bus Service Adjustments and Associated Stop, Street, and Parking Changes project is statutorily exempt from environmental review.",Aye
201118,11/10/2020,"Motion conditionally reversing the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Rail Service Adjustments and Associated Street and Parking Changes project is statutorily exempt from environmental review, subject to the adoption of written findings of the Board in support of this determination.",Aye
201119,11/10/2020,Motion directing the Clerk of the Board to prepare findings reversing the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Rail Service Adjustments and Associated Street and Parking Changes project is statutorily exempt from environmental review.,Aye
201234,11/10/2020,"Hearing on the Shelter-in-Place Rehousing and Site Demobilization Plan; scheduled at the Board of Supervisors pursuant to Motion No. M20-164 (File No. 201233), and referred to the Budget and Finance Committee.",Aye
201009,11/10/2020,"Ordinance amending the Business and Tax Regulations Code to suspend the imposition of the Cannabis Business Tax through December 31, 2021; beginning January 1, 2022, to increase the exemption of gross receipts attributable to the City from cannabis business activities, from the first $500,000 to the first $1,000,000; and also beginning January 1, 2022, to increase the upper range of gross receipts attributable to the City from cannabis business activities subject to the 2.5% tax rate on gross receipts from retail sales and the 1% tax rate on gross receipts from other than retail sales, from $1",Aye
201216,11/10/2020,"Motion approving Final Map No. 9935, a 22 residential unit and two commercial unit, mixed-use condominium project, located at 2301 Lombard Street, being a merger and resubdivision of Assessor’s Parcel Block No. 0512, Lot No. 031; and adopting findings pursuant to the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye
201246,11/10/2020,"Motion approving Final Map No. 10057, a six residential unit condominium project, located at 953 Treat Avenue, being a merger and resubdivision of Assessor’s Parcel Block No. 3639, Lot Nos. 027 and 028; and adopting findings pursuant to the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye
201269,11/10/2020,Resolution condemning the recent attacks on San Francisco Board of Education Members and elected leaders after a vote temporarily ending Lowell High School’s merit-based admission process.,Aye
201272,11/10/2020,Motion concurring in actions taken by the Mayor in the Thirty-First Supplement to the Proclamation of Emergency to meet the ongoing local emergency related to the novel coronavirus COVID-19 pandemic by extending the cap on third-party food delivery fees until restaurants are allowed to operate at 100% of maximum occupancy; extending the paid furlough program for City employees; and reauthorizing the program allowing City employees to accrue excess vacation leave.,Aye
201275,11/10/2020,"Motion adopting findings in support of the Board of Supervisors’ disapproval of the decision of the Planning Commission by its Motion No. 20769, approving a Conditional Use Authorization, identified as Planning Case No. 2018-012648CUA, for a proposed project located at 2001-37th Avenue; and conditionally approving a Conditional Use Authorization for the same Planning Case and property with different conditions; adopting findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1; and affirming the Planning Department’s determination under the",Aye
201133,11/3/2020,"Ordinance amending the Administrative Code to require employers of employees covered by the Quality Standards Program at the San Francisco International Airport to provide family health insurance to such employees, or to make contributions on the employees’ behalf to an account established under Section 14.2 of the Administrative Code.",Aye
201090,11/3/2020,"Resolution retroactively authorizing the Department of Public Health to submit a one-year application for Calendar Year 2021 to continue to receive funding for the Integrated HIV Surveillance and Prevention Programs for Health Departments from the Center of Disease Control and Prevention, and requesting $7,008,377 in HIV prevention funding for San Francisco from January 1, 2021, through December 31, 2021.",Aye
200701,11/3/2020,Ordinance amending the Building Code to require new construction to utilize only electric power; amending the Environment Code to provide public hearings on implementation of all-electric requirements; adopting findings of local conditions under the California Health and Safety Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and directing the Clerk of the Board of Supervisors to forward this Ordinance to the California Building Standards Commission upon final passage.,Aye
200398,11/3/2020,Ordinance amending the Police Code to regulate third-party food delivery services (“delivery services”) by 1) capping fees charged to non-formula retail restaurants at 15% of an order total; 2) prohibiting delivery services from restricting such restaurants’ pricing; 3) prohibiting delivery services from charging such restaurants for telephone calls to the delivery service not resulting in any food or beverage order; 4) prohibiting delivery services from providing services to any such restaurants without the restaurant’s express written agreement to receive such services; 5) requiring delivery,Aye
201256,11/3/2020,Ordinance amending the Police Code to regulate third-party food delivery services (“delivery services”) by 1) capping fees charged to non-formula retail restaurants at 15% of an order total; 2) prohibiting delivery services from restricting such restaurants’ pricing; 3) prohibiting delivery services from charging such restaurants for telephone calls to the delivery service not resulting in any food or beverage order; 4) prohibiting delivery services from providing services to any such restaurants without the restaurant’s express written agreement to receive such services; 5) requiring delivery,Aye
200398,11/3/2020,Ordinance amending the Police Code to regulate third-party food delivery services (“delivery services”) by 1) capping fees charged to non-formula retail restaurants at 15% of an order total; 2) prohibiting delivery services from restricting such restaurants’ pricing; 3) prohibiting delivery services from charging such restaurants for telephone calls to the delivery service not resulting in any food or beverage order; 4) prohibiting delivery services from providing services to any such restaurants without the restaurant’s express written agreement to receive such services; 5) requiring delivery,Aye
200900,11/3/2020,"Resolution determining that the transfer of a Type-48 on-sale general public premises liquor license to Sool Partners, LLC, doing business as Sool Bar as part of Hotel 32one, located at 321-323 Grant Avenue (District 3), will serve the public convenience or necessity of the City and County of San Francisco; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye
200971,11/3/2020,"Resolution determining that the transfer of a Type-48 on-sale general public premises liquor license to Electrocelt Promotions Inc., doing business as Swig at 553-561 Geary Street (District 6), will serve the public convenience or necessity of the City and County of San Francisco; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye
200991,11/3/2020,"Resolution determining that the transfer of a Type-21 off-sale general beer, wine, and distilled spirits liquor license to Suhaila Yusuf Farhat, doing business as Grab & Eat located at 3499 Mission Street (District 9), will serve the public convenience or necessity of the City and County of San Francisco; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye
201022,11/3/2020,"Resolution determining that the transfer of a Type-20 off-sale beer and wine liquor license to Luke's Local, Inc., doing business as Luke's Local located at 2190 Union Street (District 2), will serve the public convenience or necessity of the City and County of San Francisco; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye
201180,11/3/2020,"Motion appointing Sascha Bittner, term ending March 1, 2021, Alexander Madrid, term ending March 1, 2022, and Daisy McArthur and Robin Wilson-Beattle, terms ending March 1, 2023, to the In-Home Supportive Services Public Authority.",Aye
201181,11/3/2020,"Motion appointing Elizabeth Zareh, term ending September 6, 2021, and Diane Robinson and Richard Lee, terms ending September 4, 2023, to the Assessment Appeals Board No. 1.",Aye
201182,11/3/2020,"Motion appointing Jeffrey Lee, term ending September 4, 2023, to the Assessment Appeals Board No. 3.",Aye
201054,11/3/2020,"Reenactment of emergency ordinance (Ordinance No. 74-20) to temporarily require grocery store, drug store, restaurant, and on-demand delivery service employers to provide health and scheduling protections to employees during the public health emergency related to COVID-19.",Aye
201087,11/3/2020,"Reenactment of emergency ordinance (Ordinance No. 104-20, reenacted by Ordinance No. 159-20) to temporarily create a right to reemployment for certain employees laid off due to the COVID-19 pandemic if their employer seeks to fill the same position previously held by a laid-off worker, or a substantially similar position, as defined.",Aye
201112,11/3/2020,"Hearing of persons interested in or objecting to the determination of exemption from environmental review under the California Environmental Quality Act issued as a Statutory Exemption by the Planning Department on August 20, 2020, in Planning Department Case No. 2020-007286ENV, for the proposed San Francisco Municipal Transportation Agency’s (SFMTA) COVID-19 Muni Bus Service Adjustments and Associated Stop, Street and Parking Changes - August 22, 2020 project. (Appellants: Justin A. Zucker of Reuben, Junius & Rose, LLP, on behalf of Safeway, Inc. (Filed September 14, 2020); David Pilpel (File",Aye
201113,11/3/2020,"Motion affirming the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Bus Service Adjustments and Associated Stop, Street, and Parking Changes project is statutorily exempt from environmental review.",Aye
201114,11/3/2020,"Motion conditionally reversing the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Bus Service Adjustments and Associated Stop, Street, and Parking Changes project is statutorily exempt from environmental review, subject to the adoption of written findings of the Board in support of this determination.",Aye
201115,11/3/2020,"Motion directing the Clerk of the Board to prepare findings reversing the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Bus Service Adjustments and Associated Stop, Street, and Parking Changes project is statutorily exempt from environmental review.",Aye
201116,11/3/2020,"Hearing of persons interested in or objecting to the determination of exemption from environmental review under the California Environmental Quality Act issued as a Statutory Exemption by the Planning Department on August 20, 2020, in Planning Department Case No. 2020-007183ENV, for the proposed San Francisco Municipal Transportation Agency’s (SFMTA) COVID-19 Muni Rail Service Adjustments and Associated Street and Parking Changes - August 22, 2020, and Fall 2020 project. (Appellants: Justin A. Zucker of Reuben, Junius & Rose, LLP, on behalf of Safeway, Inc. (Filed September 14, 2020); David Pi",Aye
201117,11/3/2020,Motion affirming the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Rail Service Adjustments and Associated Street and Parking Changes project is statutorily exempt from environmental review.,Aye
201118,11/3/2020,"Motion conditionally reversing the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Rail Service Adjustments and Associated Street and Parking Changes project is statutorily exempt from environmental review, subject to the adoption of written findings of the Board in support of this determination.",Aye
201119,11/3/2020,Motion directing the Clerk of the Board to prepare findings reversing the determination by the Planning Department that the proposed San Francisco Municipal Transportation Agency's (SFMTA) COVID-19 Muni Rail Service Adjustments and Associated Street and Parking Changes project is statutorily exempt from environmental review.,Aye
201228,11/3/2020,Resolution urging the naming of the second floor City Hall press room after legendary San Francisco radio reporter Barbara Taylor.,Aye
200537,11/3/2020,Ordinance amending the Administrative Code to update the City’s floodplain management requirements to conform to current Federal floodplain management and National Flood Insurance Program criteria; to remove obsolete provisions; and affirming the Planning Department’s determination under the California Environmental Quality Act.,Aye
200611,11/3/2020,"Ordinance amending the Administrative Code to establish the COVID-19 Rent Resolution and Relief Fund, to provide financial support to landlords whose tenants have been unable to pay rent due to the COVID-19 pandemic.",Aye
200948,11/3/2020,"Ordinance amending the Administrative Code to require sellers of multifamily residential buildings to provide a new right of first offer and right of first refusal to qualified nonprofit organizations if a multifamily residential building is not under contract or remains unsold after one year and after each year thereafter; require sellers to provide additional disclosures to qualified nonprofit organizations; provide information to current tenants, and assist qualified nonprofits with due diligence; and allow multifamily residential buildings acquired by qualified nonprofit organizations unde",Aye
200951,11/3/2020,"Ordinance amending the Administrative Code to require the Department of Public Health to provide administrative staff to support the Behavioral Health Commission; to expand the membership criteria to conform to state law; and to reset all Commission member terms as of January 1, 2021, to be staggered so that no more than one-third of the members’ terms expire at one time.",Aye
201152,11/3/2020,"Ordinance de-appropriating $282,598 from District 7 General City Responsibility (GEN) and appropriating $235,598 to various departments to support District 7 Participatory Budgeting projects and $47,000 to the Office of City Administrator (ADM) to support District 7 Disaster Planning projects; de-appropriating $25,000 from the Department of Public Works (DPW) and appropriating $25,000 to support various District 7 Play Space projects in the Recreation and Park Department in Fiscal Year (FY) 2020-2021; and de-appropriating $250,000 from San Francisco Municipal Transportation Agency (SFMTA) and",Aye
201183,11/3/2020,"Ordinance amending the Administrative Code to establish the Housing Stability Fund for the acquisition, creation, and operation of affordable Social Housing Developments, and establishing the Housing Stability Fund Oversight Board to advise the Board of Supervisors regarding the use of the Housing Stability Fund.",Aye
201215,11/3/2020,"Motion approving Final Map No. 10139, a six residential unit condominium project, located at 901-911 Union Street, being a subdivision of Assessor’s Parcel Block No. 0120, Lot No. 001; and adopting findings pursuant to the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye
201228,11/3/2020,Resolution urging the naming of the second floor City Hall press room after legendary San Francisco radio reporter Barbara Taylor.,Aye
201231,11/3/2020,"Motion adopting findings in support of the Board of Supervisors’ disapproval of Planning Commission Motion No. 20681, approving a Conditional Use Authorization, identified as Planning Case No. 2018-011441CUA, for a proposed project at 1846 Grove Street, and the Board’s approval of a Conditional Use Authorization for the same Planning Case and property with different conditions; adopting findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1; and affirming the Planning Department’s determination under the California Environmental Quality A",Aye
201233,11/3/2020,"Motion scheduling the Board of Supervisors to sit as a Committee of the Whole on Tuesday, November 10, 2020, at 3:00 p.m., during the Regular Board of Supervisors Meeting, to hold a public hearing on the Shelter-in-Place Rehousing and Site Demobilization Plan.",Aye
201056,11/2/2020,Ordinance amending the Administrative Code to temporarily restrict landlords from evicting commercial tenants for non-payment of rent that was not paid due to the COVID-19 pandemic.,Aye
201056,11/2/2020,Ordinance amending the Administrative Code to temporarily restrict landlords from evicting commercial tenants for non-payment of rent that was not paid due to the COVID-19 pandemic.,Aye
201033,11/2/2020,"Ordinance amending the Planning Code to designate the “History of Medicine in California” frescoes in Toland Hall auditorium in UC Hall, 533 Parnassus Avenue (“History of Medicine in California” frescoes), Assessor’s Parcel Block No. 2634A, Lot No. 011, as a Landmark consistent with the standards set forth in Article 10 of the Planning Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience, and welfare findings under Planning Code, Section 302, and findings of consistency with the General Plan, and the ei",Aye
201217,11/2/2020,Ordinance amending the Building Code to require new construction to utilize only electric power; amending Environment Code to provide public hearings on implementation of all-electric requirement; adopting findings of local conditions under the California Health and Safety Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and directing the Clerk of the Board of Supervisors to forward this ordinance to the California Building Standards Commission upon final passage.,Aye
201062,10/27/2020,"Ordinance amending the Administrative Code to require City departments to report annually information about the number, cost, and usage of vehicles the departments have rented for periods of longer than 30 days; to authorize the City Administrator to inspect or provide maintenance upon request for any vehicle rented, leased, or owned by the City; to require departments to submit information to the City Administrator and the Board of Supervisors regarding the usage and safety of City vehicles; and to authorize the City Administrator to require departments to develop correction plans to reduce s",Aye
201152,10/27/2020,"Ordinance de-appropriating $282,598 from District 7 General City Responsibility (GEN) and appropriating $235,598 to various departments to support District 7 Participatory Budgeting projects and $47,000 to the Office of City Administrator (ADM) to support District 7 Disaster Planning projects; de-appropriating $25,000 from the Department of Public Works (DPW) and appropriating $25,000 to support various District 7 Play Space projects in the Recreation and Park Department in Fiscal Year (FY) 2020-2021; and de-appropriating $250,000 from San Francisco Municipal Transportation Agency (SFMTA) and",Aye
180284,10/27/2020,"Resolution retroactively approving Amendment No. 1 to Lease No. TC-I-02-2801 between the United States Customs and Border Protection, and the City and County of San Francisco, acting by and through its Airport Commission, to extend the term of the lease for an additional ten years for a total term of February 1, 2003, through January 31, 2028, and adjust the annual rent to $833,036.",Aye
200967,10/27/2020,"Resolution approving Modification No. 1 of Lease No. GS-09P-LCA03384, between the United States (U.S.) Government and the City and County of San Francisco, acting by and through its Airport Commission, to extend the term by three years, for a new term ending September 30, 2023, and adjust the annual rent, increasing the annual rent to $569,635.43 for offices occupied by the U.S. Drug Enforcement Administration at Terminal 3, to commence following approval by the Board of Supervisors.",Aye
200968,10/27/2020,"Resolution approving Modification No. 2 of Lease No. GS-09B-03014, between the United States (U.S.) Government and the City and County of San Francisco, acting by and through its Airport Commission, to extend the lease term for an additional three years, for a total term of November 1, 2012, through October 31, 2023, adjust the premises by adding 0.057 acres on Plot 50-DJ, and adjust the annual rent for offices to $2,590,866.56 occupied by the U.S. Transportation Security Administration at the International Terminal, and Terminal 2 and land at Plot 50-DJ, to commence following Board approval.",Aye
201083,10/27/2020,"Resolution approving and authorizing the Director of Property, on behalf of the Department of Public Health, to amend the lease of real property located at 100 Blanken Avenue from Celestina Jimenez and Alan Salvador Jimenez, Co-Trustees of the Trust of Salvador-Jimenez and Celestina Jimenez-Surviving Spouses Trust, at a base rent of $90,000 per year with 3% annual increases, for an initial term commencing upon approval of this Resolution and expiring on September 30, 2023, plus two one-year options to extend; and authorizing the Director of Property to execute documents, make certain modificat",Aye
201099,10/27/2020,"Resolution authorizing the Human Services Agency to apply for and accept a County Child Welfare Agency Allocation for an amount not to exceed $459,200 from the California Department of Housing and Community Development under the Transitional Housing Program to help young adults secure and maintain housing.",Aye
201134,10/27/2020,"Resolution authorizing the Department of Homelessness and Supportive Housing (“HSH”) to accept an in-kind gift for Diversity Equity Inclusion consultant services in a value not to exceed $99,999 from Tipping Point Community to support the first phase of the development of racial equity action plans for HSH and Homelessness Response System (“Project”); and authorizing HSH to accept an additional in-kind gift of consultant services in a value not to exceed $150,000 for a second phase of this Project, for a total value not to exceed $249,999 and for the total term to commence upon Board approval",Aye
201135,10/27/2020,"Resolution approving Municipal Transportation Agency Contract No. 2020-20: Train Control Services and Equipment Purchases Agreement, with Thales Transport & Security, Inc. to provide specialized ATCS-specific technical services, equipment and software upgrades in an amount not to exceed $30,000,000, for an initial term of seven years with option to extend two years, to commence following Board approval.",Aye
201137,10/27/2020,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $1,000,000 from the Health Resources and Services Administration for participation in a program, entitled “Ending the HIV Epidemic: A Plan for America - Ryan White HIV/AIDS Program Parts A and B,” for the period of March 1, 2020, through February 28, 2021.",Aye
201142,10/27/2020,"Resolution approving, in accordance with Section 147(f) of the Internal Revenue Code of 1986, as amended (Code), the execution of a tax-exempt loan or loans by the California Municipal Finance Authority (Authority) in one or more series pursuant to a plan of financing and in an aggregate principal amount not to exceed $3,700,000 (Authority Loan), the proceeds of which will be loaned by the Authority (Borrower Loan) to Pacific Primary School, a California nonprofit public benefit corporation and an organization described in, and exempt from tax under, Section 501(c)(3) of the Code (Borrower), t",Aye
181229,10/27/2020,"Resolution affirming the Board of Supervisors’ commitment to advancing racial equity; and affirming the City and County of San Francisco’s responsibility to address existing inequities in City programs, policies, and services.",Aye
200537,10/27/2020,Ordinance amending the Administrative Code to update the City’s floodplain management requirements to conform to current Federal floodplain management and National Flood Insurance Program criteria; to remove obsolete provisions; and affirming the Planning Department’s determination under the California Environmental Quality Act.,Aye
200611,10/27/2020,"Ordinance amending the Administrative Code to establish the COVID-19 Rent Resolution and Relief Fund, to provide financial support to landlords whose tenants have been unable to pay rent due to the COVID-19 pandemic.",Aye
201183,10/27/2020,"Ordinance amending the Administrative Code to establish the Housing Stability Fund for the acquisition, creation, and operation of affordable Social Housing Developments, and establishing the Housing Stability Fund Oversight Board to advise the Board of Supervisors regarding the use of the Housing Stability Fund.",Aye
200951,10/27/2020,"Ordinance amending the Administrative Code to require the Department of Public Health to provide administrative staff to support the Behavioral Health Commission; to expand the membership criteria to conform to state law; and to reset all Commission member terms as of January 1, 2021, to be staggered so that no more than one-third of the members’ terms expire at one time.",Aye
201084,10/27/2020,"Motion approving the mayoral nomination for the appointment of Rachael Tanner to the Planning Commission, for a term ending June 30, 2022.",Aye
